,algorithm,similarity_measure,execution_time,n_clusters,labels,Silhouette Score,Davies-Bouldin Index,Mean Inter-Cluster Distance,Modularity,Conductance,Normalized Cut,Rand Index,Adjusted Rand Index,Normalized Mutual Information,melhor_silhouette,cluster
900,spectral,CNE Similarity,0.318866491317749,130,"[ 66  95  26  35  44  67  89  80   4  73  44   1  72  23  51  39 107  18
  54  56  24  32  33  76  76  21 122 123  55  40  82 120  47  56  17  13
  58   5  36  53   3 105  94  94 102 102  32  59  19  19   9   2   2 108
   7   7  43  19 113  70  70   2  43  84 108  38  52  90  24 117  31  43
  16  43  38  16   5  40   5 120   6  34  34  21   9  69  92  63  87  72
   3  15  63  10  75  55  88  45 121   7  17  83 127 129 110  88  17   0
  42  11  85  37  30  25   0  75  97  50  20  60  48  27  30  66  12  68
  25  85 128  30  40  65 114 101  99  31  27  31  20  71  25  53 127  15
  87 117  25  42  42  96  60  48  48  57  17  34 124 115  46  36  47  17
  54 100  28  22  76  74  77  64  69   6  29  29  74  97  62  61  73  23
  87  69 109  84  88  98   1  41  30 104 103  67 116   8 118 125  86  78
 106  79  30   1  51 112  69  33  93  98  39  77  64  70 126  74  91 119
  98  81  17   1  69 111  14  87  17  98  17  49 104  17  98  10  16  72
  57   3]",0.17510454065214487,0.9917719725040006,2.036886648055799,,,,0.9935448972232239,0.010978785638712274,0.9268195416451198,False,0
901,gmm,CNE Similarity,0.9397640228271484,130,"[ 29  12  39 103  35  15 104  92  84  47  35 120  34 127  53  90   0  27
  65 121   6  50  77  59  59  42  91  91 112  64  56 106   5 121  43  95
  30  32  30   3  45  13   5  43 115 115  50 128  33  33  57  22  22 114
  37  72 114  33  33  96   4  22  23  48  23  48  92   6   6 113  61 114
  69  23  48 110  32  64  32 106  58  31  31  42  57  21  42  18  63  34
  97  55  18  52  73  67  40  83  54  72 105  87  20  97  97  40 118  75
  76 124  94  11   9  16  75  73 112  98   7  70  46  24  62  29  79  39
  16  94  54   9  64  71  71 111  66  61  24  61   7  62  16   3  51  55
  63 113  16  76  76   9  70  93  46  25  43  31 117  49 119  30   5  43
  65  99  82 116 122  36 101  44   1  26  28  28  85 109  35  88  47  10
 127   1  81  78  40  85  60 125   9  74  41 109   1  19  14  27 108 123
  80   2  38  60  53  86   1  77  28 100  90 101  44   4  68  36  17  68
   8  55  49 108   1 102  89 126  66 107  21  20 129  85   8  52  69  34
  25  45]",0.2869954143768725,0.6097030196374927,2.0680743632801937,,,,0.9948431301839163,0.013722459695933055,0.9319786827903541,False,0
902,som,CNE Similarity,0.01955389976501465,130,"[ 53  55  71  51  30  50  62  40 128  62  30  72  75 112  87 100  31 120
 116  30  97  51 105 120 120  20  56  56  92  14  66  61  66  30  95  78
  39  39  39  14  55 116  66  95  61  61  51  39  11  11 126  60  60  83
  86  28  54 101  11 127  54  60 127  54 127  83  89  30  97  34  31  54
   7 127  83   7  39  35  39  61  34 113 113  42 126  12  23  42  59  81
  55 108  42  31  10 103   3   4   4  28  12  76   0  55  55   3  12  68
 110  51 129 119  84  70  68  10  16  51  18 114  69  79  74  53  51  58
  70 129   4  84  27  24   1  31  57  31  79  31  18  74  33  39  55  26
  59  34  33  79 110  13 114  69 117  45  95 113  57 103  39  39  66  95
 116  52  39  15 120 118  36   9  64  82  44  77 115  50  65  15  80  47
 112  67  21  43  91  82  72   2 123  46  48  50 122  93  12 120  13  50
  25 121  31  72  87  32  17 105  77 115 100  36   9  54   4 118  37   4
 115  26  57  52  17  82 106 120  57  32  12   0  90  82 115  31  22  75
  30  55]",0.16945149445878607,0.971982049165731,2.063814010702276,,,,0.9898665705012621,0.00699577139160747,0.8996256060040544,False,0
903,kmeans,CNE Similarity,0.0,131,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
904,fuzzy_c_means,CNE Similarity,0.017290830612182617,131,"[119 114  39  39  27  21  33  33  39  20  27  97  33  27  27  27  21  39
  53  27  27  39  39  21  21  21  53  53  21 119 119 119 119  27 119  39
  91  91  91 119 114  33 119 119 119 119  39  91 110 110  39  39  39  39
  39  39  39  27  46  39  39  39  39  39  39  39  91  27  78 119  21  39
 114  39  39 114  91  91  91 119 119  77  27  39  39  53  21  39  97  33
  53  39  39  39  53  21  20  53  63  39  53  21  53  53  53  20  53  39
  39  39  39  39  21  39  39   5  21  77  39  39  39  39 120 119  39  39
  39  39  33  21  91 119  27  21  53  21  39  21  39 119  39  91  53  39
  53 119  39  39  39  39  39  39  39  39 119  77  53  53  46  46 119 119
  53  39  46  39  21  33 114 114 114  33  26  91  53  39  39  27  21  39
  27 114 114  21  20  33  97  27  21 114 119  16  33  39  53  39  21  39
  39  97  21  36  27  33 114  39  33  53 114 114 114  39  33  33  97  53
  33  39  53  21 114  33  39  77  53  33  53  53 114  33  33  39 114  53
  27 114]",-0.034955760037419466,1.9924793273653107,2.103612701005464,,,,0.8555355210962856,0.00042692672166258364,0.5896830168209516,False,0
905,dbscan,CNE Similarity,0.0,131,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
906,hierarchical,CNE Similarity,0.004000186920166016,131,"[ 53 101  30 114  80 125 109  12  76  71  80  84  14  50  23  28 102   1
  56   2   2  77 100  52  52  26   0   0  37  36  79   8  95   2  39 107
  47  94  47  40  72 104  95  39  95  95  77 119   3   3  69  21  21  49
  96  96  34   3   3 130  32  21  31 127  49  64  12   2   2  15  41  34
  66  31  64 118  94  36  94   8 122  63  63  13  69  11  26  13  38  14
  24  22  13  48  27  37  35  89 123  96 124  88  16  24  24  35   4  74
  29 116   6 103  62   6  74  27 112 120  33  17  20  46  19  53  85  30
   6   6 129  62  36   5   5 115  18  41  46  41  33  19   6  40  24  22
  38  15   6 128  29 121  17  93  20   7  39  63  90  70 110  47  95  39
  56  82 108  98  91  60 126  99  25 111  58  58   9  10  54  51  71  50
  50  25  44  75  35   9   7 117  62  86  81  10  83  68   4   1 105 106
  61  73  65   7  23  92  25 100  59  57  28 126  99  32  55  60 113  55
  43  22  70  67  25  42  97   1  18  78  11  16  45   9  43  48  66  14
  87  72]",0.2954147434708823,0.5579679479642624,2.0560681856148753,,,,0.9944464478903714,0.012749764770885687,0.9307189027719254,False,0
907,spectral,CNE Similarity,0.2629580497741699,131,"[ 60 105  12  29  20  69 121  75   3  50  20 120  53  15  62  38  76  47
  72  65  33  21  23 107 128  55 109 127  48  36  83  89 118  65  43   0
  93  54  25  37  31  80 106 106  67  67  21  59  22  22   9  13  13  66
  16  16  61  22 102   5   5  13  61  88  66  88  68  96  33  51  24  61
  28  61  61  28  54  36  54  89  89  26  26  55   9 116  50   2 126  53
   1   8   2  10  41  48  71  74  63  16 129  85  17   7  74  71  74  19
  58   6  84  42  32  46  19  41 101  78  30  95  57  44  74  60  11  81
  46  84  99  32  36  73  73  64  97  24  44  24  30  87 110  37  17   8
 126  51  46  58   5  49  95  57  57  86  43  26 124  91  45  25 118  43
  72  39  35  27 128  40  90  52   7 130  70  70 108 101  34  77  50  15
  15   4 123  88  71  40 120  82  32 103 117  69  74  18 100 115 114  92
 111  79  32 120  62 122   7  23 113  94  38  90  52   5 125  40 104  74
  94  56  98  39   7 119  14 126  74 112  74  17   4  74  94  10  28  53
  86  31]",0.1965381171889947,0.9335445516072236,2.04679562635831,,,,0.9939055174900829,0.011625037699119897,0.9288886533236971,False,0
908,gmm,CNE Similarity,2.151251792907715,131,"[ 31 121  93  97  65 130  67  96  69  85  65 109  40  37  15  62 112  89
   5  55  55  38  83  10  10   9  90 125  63  12  43  61 103  55  18 123
  74  34  74  68  32  59 103  18   3   3  38  68  17  17  49  45  45   4
  24  99  28  17  17 113  44  45  91  98   4 124  96  55  55  43  30  28
   6  91 124 115  34  12  34  61 118  25  25  52  49   2   9  52  84  40
 114 104  52  39  94  63  36  19  56  99   2 117  73 114 114  36 122  72
  86  58  79 120  53  11  72  94  63  71  13  27  57  42  21  31  75  93
  11  79  56  53  12  66  66  92  76  30  42  30  13  21  11  68  29 104
  84  43  11  13  86 129  27  57  57  26  18  25 128  41  88  74 103  18
   5 126  14 110 111  64  51  47  16 127  20  20   0  33   8 107  85  37
  37  16  81  60  36   0  26  50  53 101 102 130 106   1  70  89  22  15
   7  77 100  26  15  82  16  83 119 116  62  51  47  44  35  64  80  35
  23  54  41  78  16  87 108  48  76 105   2  73  46   0  23  39   6  40
  95  32]",0.28625016497388195,0.6163344973940169,2.0662050266458376,,,,0.9948070681572304,0.013627976256641694,0.9321291172797037,False,0
909,som,CNE Similarity,0.020795345306396484,131,"[ 55  51  87  86  77 101  93 102 118  32  77  64   7  31  30 121  96  21
   8  77  77  65  70   0   0 125  13  53   5 105  72  73 130  77  68 118
 119 119 119 105  34  78  72 123  72  72  65 119 120 120 107  61  63  69
  29  20  10 120 120 103 103  61  27 114  27  69 102  77  77  73  96  37
  99  27  69  43 119  75 119  92  73  50  95  89 107  83  28  89  84   4
  47 117  89  79  74   5   2  35  43  20  74  19 126  41  47   2  49 116
  57 121  58  45 115  38 116  74  19 121  17 109  88  81  74  40 121  36
  38  22 129  66 105  25 121  19  74  96  46  96 104  19  38 119  47 117
  84  73  38  81  62  66  46  88  76 124  15  50 122  23 119 119 130  68
 128  76 119  30   0   1 108  51  54  85  25  18  85  33 121  91  32  31
  31  39   3 106   2  85   9  98 115 127  74   6 112  86  49  21  16  30
 110  24  11   9  30  49  39  70  52  90  99 108  51 103 100   1  99 100
  56 117 122  59  39  85  86  21  74  56  83 111  51  85  56  79  99  82
   3  34]",0.15855290041488865,0.9435858333471553,2.1012933519446073,,,,0.9913090515686982,0.008159211482024238,0.9112487689639612,False,0
910,kmeans,CNE Similarity,0.0,132,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
911,fuzzy_c_means,CNE Similarity,0.016649961471557617,132,"[ 54 124  86  74  86  74 124 124  74  51  94 124 124  86  86  94  74  74
 124  94  94  86  74   9  74  74 124 124   9 126  96 124  96  94  96   7
 126 126 126 126 124 124  96  96  96  96  86 126 126 126   7  74  74  74
  74  74  74 126 126  74  74  74  74  74  74  74 126  86  86  96  74  74
 124  74  74 124 126 126 126  96 124  94  94  74   7  16  74  74 124 124
 124  74  74  74  16   9  53 124  94  74  16  53 124 124 124  53  16  74
  74  74  74  74  74   7  74  51   9  94  74  74  74  74  16  54  74  86
   7  74 124  74 126   8 126 121 124  74  74  74  74   8   7 126 124  74
 124  96   7  74  74  74  74  74  74  74  96  20  16  16 126 126  96  96
 124  74 126  74 121 124 124 124 124 124 126 126 124  74  86  94 102  86
  86 124 124  74  53 124  71  86  74 124  16  74 124  74  16  74  74  74
  74 124   9  71  86 124 124  74 124 124 124 124 124  74 124 124 124 124
 124  74  16  74 124 124  74  36 124 124 124 124 124 124 124  74 124 124
  94 124]",-0.006024024141320331,1.959018247126704,2.103727109487884,,,,0.81222502704652,0.00031186313548016155,0.5494669177636489,False,0
912,dbscan,CNE Similarity,0.0,132,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
913,hierarchical,CNE Similarity,0.005000114440917969,132,"[ 53 101  14 114  80 125 109  12  76  71  80  84   6  50  23  28 102   1
  56   0   0  77 100  52  52  26 131 126  37  36  79   8  95   0  39 107
  47  94  47  40  72 104  95  39  95  95  77 119   3   3  69  21  21  49
  96  96  34   3   3 130  32  21  31 127  49  64  12   0   0  15  41  34
  66  31  64 118  94  36  94   8 122  63  63  13  69  11  26  13  38   6
  24  22  13  48  27  37  35  89 123  96 124  88  16  24  24  35   4  74
  29 116   2 103  30   2  74  27 112 120  33  17  20  46  19  53  85  14
   2   2 129  30  36   5   5 115  18  41  46  41  33  19   2  40  24  22
  38  15   2 128  29 121  17  93  20   7  39  63  90  70 110  47  95  39
  56  82 108  98  91  60  62  99  25 111  58  58   9  10  54  51  71  50
  50  25  44  75  35   9   7 117  30  86  81  10  83  68   4   1 105 106
  61  73  65   7  23  92  25 100  59  57  28  62  99  32  55  60 113  55
  43  22  70  67  25  42  97   1  18  78  11  16  45   9  43  48  66   6
  87  72]",0.2941436409062215,0.5496976742979841,2.0548279428668574,,,,0.9944825099170573,0.012832486629336304,0.9313338208329242,False,0
914,spectral,CNE Similarity,0.407642126083374,132,"[ 55 129  80   6  56  85 109  87   1 101  56  19  71  47  73   3  77  68
  89  92  25  18  16 114 114 110  94  66  50  52  88  63 121  92  22   2
  98  26  45  12   9 103  58  58  43  43  18  59  49  49   4   8   8  35
  34  34  64  49 126  64  64   8  28  61  35  35  38  25  25  76  30  28
  40  28  28  40  26  52  26  63  63  46  46  21   4  93 110  31  22 131
  22  32  31  10  74  50 112  22  57  34  22  62   7 100  22 112 123  14
  36  20  41  72  15  61  14  74 118  48  11  82  54  29 127  55  23   5
  61  41 116  15  52  90 113  51  96  30  29  30  11  95  39  12   7  32
  22  76  61  36  36 102  82  54 115  79  22  46  19 111  33  45 121  22
  89 117  37  42 114  13  69  53  83 124  44  44  97  65  17  78 101  47
  47   0 128  75  22  13  19  70  15   0 130  85  99  24  22  68  81 107
  84  86 105  19  73  22  83  16 106 125   3  69  53  64  22  13 120  22
 122  60 104  22  83 108  27 119  22  67  22  91   0  22 122  10  40  71
  79   9]",0.17490381432309018,1.0715546357398942,2.029754394621595,,,,0.9902993148214929,0.007308741078664784,0.9220853619557668,False,0
915,gmm,CNE Similarity,3.806272506713867,132,"[ 23  28  45 100  30 123  79 105  88  83  30 119  47 130   5  68  12 131
  46 129  13  43  73  31  31  18  84 117  17  52 109 113 102 129   9  95
  36  40  36  76  29  72 102   9  27  27  43  11  35  35  63  26  26  15
  60  22  58  35  35  10  85  26  69 114  69  15 105  13  13   4  56  58
  71  69  15 112  40  52  40  91 113  24  24  66  63  48  18  66  59 124
  28 128  66  53   1  17  34 106 121  22 125 118 122  28  28  34  54  49
  77  57   8 110  19  65  49   1  61  93  62  74  41  16  42  23  75  45
  65   8  25  19  52  21  21  92  97  56  16  56  62  42  65  76  28 128
  59   4  65  77  77 107  74  41  41  37   9  24 108  38 116  36 102   9
  46  89  11 127 115  86  44  50  39   7  64  64   7  32  30  94  83  55
 130  39  70  67  34   7  78  45  19 111  81  32  82  87  54  33 126 120
  98  80  96  78   5  99  39  73  64 101  68  44  50  85  14  86   6  14
  20   0  38  89  39  51   2 131  97  90  48   3 103   7  20  53  71  47
 104  29]",0.28441382494888123,0.6048516025012812,2.0600840705056056,,,,0.9948791922106023,0.013818255404557264,0.9330547877067342,False,0
916,som,CNE Similarity,0.019997596740722656,132,"[ 38  73  21  50 121  62  66  84  65  66 121  62 107  92 125  65 106  65
  37  64  57 123 124  41  41 116  53  67  69 131  12  30  99  64  39  65
   6  61  60  77  78 109  86   8  31  31  81 122  63  63  65 119 112  75
  72  72  88  63  63  54  75 119  27  75  27  75  96  64  57  32  55  75
 118  27  75 117  61 131  61  40  32  29  42 116  65  15 116 129  33 107
  73  14 129  65  15  69  28  89  94  72  15 130  87  73  73  28   3  25
 115  65 127  51  82  46  25  15  69  65  20  47  23  25   3  38  65  18
  46 127 101 130 131  59  59  76  49  55  25 114   0  15  46  77  73  14
 113  32  46  25 115  97  47  25  23   2  93  29  71  71   6  60  99  39
  37  17 103  65  41 102   4  48  35  71  76  76  52  62 121   9  66  56
  92  19   9  95  28  52   2  83  82 105  16  62 126  65   3  65 104  62
  28  62  62   2  65  90 110 124  59  90 118   4  48  54   1   5  58   1
  70  24  15  45 110 105  65  65  49  67   1  87  36  52  70  65 118 107
  44  78]",0.17935959180862449,0.9952548480468453,2.105967950132485,,,,0.9883519653804543,0.006082381356833114,0.9017871635304158,False,0
917,kmeans,CNE Similarity,0.0,133,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
918,fuzzy_c_means,CNE Similarity,0.011674642562866211,133,"[ 62   2  83  83 103  95  62  62  31  65 103 117  62 103 103 103  31 103
  62 103 103 103  31  95  95  31  62  62  11 101 101  62 101 103 101 103
 108 108 108 101   2  62 101 101 101 101 103 103 103 103 103  83  83  31
  83  83  31 103 103  31  31  83  31  31  31  31 103 103 103 101  11  31
   2  31  31 122 103 108 108 101  62  76 103  31 103  62  65  31 117  62
   2  31  31 103  62  65 111  62 122  83  62  11 117   2   2 111  62  31
  31  83  31  31  31  31  31  33  11  76  31  31  31  31  62  62  31  83
  31  31 122  31 108  33 103  11  62  31  31  31  31  37  31 108   2  31
 117 101  31  31  31  31  31  31  31  40  16  76  62  62 103 103 101 101
  62  31 103 103  33   2   2   2   2  62 103  53  41  31 103 103  65 103
 103   2   2  31 111  62  95  83  31   2  62  95 101  83  62 103  31 103
  31 117  11  95 103  62   2  31  62  62 122   2   2  31  62   2   2  41
  62  31  62  31   2   2  83 103  62  86  62  62   2  62  62 103   2  41
 103   2]",-0.030829463792330845,1.9980241090045197,2.1212364743913796,,,,0.8692751532636134,0.0004793503013608764,0.602608384447678,False,0
919,dbscan,CNE Similarity,0.0,133,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
920,hierarchical,CNE Similarity,0.00400543212890625,133,"[ 53 101  14 114  80 125 109  12  76  71  80  84   6  50  23  28 102   0
  56  65  16  77 100  52  52  26 131 126  37  36  79   8  95  65  39 107
  47  94  47  40  72 104  95  39  95  95  77 119   1   1  69  21  21  49
  96  96  34   1   1 130  32  21  31 127  49  64  12  16  16  15  41  34
  66  31  64 118  94  36  94   8 122  63  63  13  69  11  26  13  38   6
  24  22  13  48  27  37  35  89 123  96 124  88   7  24  24  35   4  74
  29 116   2 103  30   2  74  27 112 120  33  17  20  46  19  53  85  14
   2   2 129  30  36   5   5 115  18  41  46  41  33  19   2  40  24  22
  38  15   2 128  29 121  17  93  20   3  39  63  90  70 110  47  95  39
  56  82 108  98  91  60  62  99  25 111  58  58   9  10  54  51  71  50
  50  25  44  75  35   9   3 117  30  86  81  10  83  68   4   0 105 106
  61  73 132   3  23  92  25 100  59  57  28  62  99  32  55  60 113  55
  43  22  70  67  25  42  97   0  18  78  11   7  45   9  43  48  66   6
  87  72]",0.2921324962528649,0.5460516649046464,2.0542582200606914,,,,0.9946988820771727,0.013352135339590664,0.9328235205836665,False,0
921,spectral,CNE Similarity,0.3695356845855713,133,"[ 65 114  58  29  32  75 119  94   9  41  32  61  39  27  38  24  63  89
  82  74  23  14  54 132 102  84  77  99  68  47 120  66  55  74   4   5
  87  11  37  42  71  81 110 110  52  52  14  45  35  35   6   0   0  57
  20  20  44  35 122  59  59   0  44  59  57  36  92  76  23 108  16  44
  17  44  36  17 100  47 100   4  66  19  19  84   6  62  41  26 126  62
  62  28  26   2  83  68  97  49  49  20 125  72  56 113  62  97  62  40
  86  30 101   7  67   8  40  83  21  53  10  69  96  15  73  65  22  18
   8 101 107  67  47  13 121  88 104  16  15  16  10 127   8  42  56  28
  62 108   8  86  46  43  69  96  98  93   4  19 106  62  80  37  55   4
  82 116  31  70 102 111   3   1  79 109  33  33 123  21  34  90  41  27
  27  60 131  78  62 103  61  48  67 124  62  75 105  50  62  25  95  85
 117 112 129  61  38  62  79  54 128 103  24   3   1  59  62 111 115  62
 103  28  91  51  79 130  12  89  62  64  62 118  60  62 103   2  17  39
  93  71]",0.1938785960605045,0.9259498283904968,2.0360043633090563,,,,0.9915254237288136,0.008367599791707815,0.925461435723864,False,0
922,gmm,CNE Similarity,3.146059989929199,133,"[ 80  92  45  71  64  41  55  33  14  58  64  95  46  20  65  47 112  86
  54  17  69  51  59  18  18  72  66  66   9  19 121  91  30  17  98 106
  96  29  36  70  37   5  30   8 129 129  51  97  40  40  48  39  39  10
  21  21  56  40 126  75  75  39  12 122  12  10  33  69  69  83  24  56
  16  12  10  79  29  19  29  91  49  25  25  72  48  28  72  23  84 107
   2 128  23  50  76   9  34  22 116  21  28  81  27   2   2  34  63  74
  67  61   6 117  13  68  74  76 102   1 103  73  44   7   0  80 100  45
  68   6 119  13  19 105 105  78  26  24   7  24 103   0  68  70   2 128
  84  83  68  77  67  13  73 124 131  35  98  25 123  62  96  36  30  98
  54 125 127 130 101  43  99  42  31 120  32  32 113  41 104  11  58  20
  20  31  38  87  34  60  85  45  13 114  78  41  89   4 132  86  59 111
  94 115  88  85  65  93  31  59  90  15  47  99  42  75  57  43  16  57
  15  53  62  82  31   3 118  52  26 110  28  27 108  60  15  50  16  46
 109  37]",0.2874299869168924,0.6143449707261115,2.062691916048739,,,,0.9950955643707177,0.014422184856732034,0.9344588516558544,False,0
923,som,CNE Similarity,0.021253347396850586,133,"[ 25 115  40  51  86  67  82 121  72  99 108  74 112  31  47  76  84  32
  57  11  96   6 114  75  75  50  38  38  56 132  90  52   3  11  45  55
  62  73  62 125 130  57   3  90  64  64   0  43 102 102  87  72  72 116
 122 122  92 102  30  44 101  72  17  59  44 124  89  96  96  26  36  92
  21  17 124  41  73 119  73  52  26  29  29  50  87  12  99  91  31  77
  61  81  91  53  71  28 129 112  35 122  95  12  85  61  61 129  95 109
 101  48  88  48   7   2 109  12  56  74  98  19  19 109  95  25  51  40
   2  88  35  24 132 120 120 120 111  94 109 118  98  71  37 125  61 104
  85  26  37  98 101  24  44  19   9 100  45  29  42   1  73  62  33  45
  57  92  58  32  75  18 128  13  22  54 120 120  38  67 127  79  99  31
  31  22 131  95 129  54  20  14   7  79  12  67  23   8  69  32 117  47
  10  71  75  20 105  82  22 103 120  38  76 128  13 101  16  18  41 106
  38 104  83 117  22  26  68  32 111 111  16  85 115  54  38  53  15 112
  79 130]",0.18672642903347622,0.8963338883452678,2.0945912560512054,,,,0.9928236566895059,0.009879192511478774,0.9134284032196056,False,0
924,kmeans,CNE Similarity,0.0,134,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
925,fuzzy_c_means,CNE Similarity,0.01651620864868164,134,"[ 77  62 132 132  90  69  77  77 132  77  90  13 105 132 132  36 132 132
  77  90  90 132  69  69  69 132  77  77  69 105 105 105 105  90 105 132
  90  90  90 105  62  77 105 105 105 105 132  90  90  90 129 129 129 129
 129 129 129  90  90 129 129 129 129 129 129 129  90  90 132 105 132 129
  62 129 129  62  90  90  90 105 105  62  45 132 129  77 132 132  37 105
  37 132 132 132  77  69  69  77  62 129  77  69  37  37  37  69  77 129
  69 132 129 129  69 129 129  77  69  90 129 129 129 129  77  77 132 132
 129  69  41  69 129  77 131 132  77 132 129 132 129  77 129  90  37 132
  37 105 129 129  69  69 129 129 132 132 105  62  77  77  90  90 105 105
  77  69  90 132  31  14  62  62 105 105  63  63  77  69 132  90 124 132
 131  62  62  69  69  77  46  32  69  62  77  69 105 132  77 132  69 132
  69  37  69  81  45  77  14 132 105  77  62  62  62 129  77  14  62  77
 105 132  77  69  14 105 132  90  77 105  77  77  62  77  77 132  62  77
  90  62]",-0.017302301833255238,1.7813232342995675,2.0644841329852794,,,,0.8826541651640822,0.0005421878047729584,0.5930842797070481,False,0
926,dbscan,CNE Similarity,0.0,134,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
927,hierarchical,CNE Similarity,0.004001140594482422,134,"[ 53 101  14 114  80 125 109  12  76  71  80  84   2  50  23  28 102  13
  56  65  16  77 100  52  52  26 131 126  37  36  79   8  95  65  39 107
  47  94  47  40  72 104  95  39  95  95  77 119   1   1  69  21  21  49
  96  96  34   1   1 130  32  21  31 127  49  64  12  16  16  15  41  34
  66  31  64 118  94  36  94   8 122  63  63   6  69  11  26   6  38   2
  24  22   6  48  27  37  35  89 123  96 124  88   7  24  24  35   4  74
  29 116   0 103  30   0  74  27 112 120  33  17  20  46  19  53  85  14
   0   0 129  30  36   5   5 115  18  41  46  41  33  19   0  40  24  22
  38  15   0 128  29 121  17  93  20   3  39  63  90  70 110  47  95  39
  56  82 108  98  91  60  62  99  25 111  58  58   9  10  54  51  71  50
  50  25  44  75  35   9   3 117  30  86  81  10  83  68   4  13 105 106
  61  73 132   3  23  92  25 100  59  57  28  62  99  32  55  60 113  55
  43  22  70  67  25  42  97 133  18  78  11   7  45   9  43  48  66   2
  87  72]",0.2906810403818779,0.5377711469247655,2.0529762328291614,,,,0.9947710061305446,0.013534778305689523,0.9336670228479349,False,0
928,spectral,CNE Similarity,0.288848876953125,134,"[ 41 103  20  27  45 100   1  86   2 124  45  82  51  58  23  34  14 104
  77  33  59  11  30 108 121  63  84  90  53  36  83  46   1  33   1   6
 111  26  35  39  74 117  68  68  89  89  11  52 101 101   5  16  16  42
  17  17  50  91  66  29  29  16  50  29  42  42  70  47  59   0   4  50
 113  50  50  71  26  36  26  46  46   8   8  63   5   1  63  22 130  51
   1  10  22  19  40  53  78  55  55  17   1 118  37  94 131  78   1  13
  43   3  99  21  44  18  13  40  57  56  24  72  62  12  88  41  15   9
  18  99  65  44  36 120  28  64 129   4  12   4  24  80  18  39  37  10
 123   0  18  43  43  54  72  62  97  75   1   8  67  93  25  35   1   1
  77 128  60  81 121  79  85  48  94 106  61  61   1  57  32  76 124  58
  58  96 122 107   1  79  82  69  44 112 116 100  73  31   1  38  95  98
 102  87  44  82  23 133  94  30 109 126  34  85  48  29 125  79 115   1
 105  92 132  49  94 127   7 104 119 114   1 110  96   1 105  19 113  51
  75  74]",0.17532514042386965,1.079725616438749,2.0245233654008996,,,,0.9914172376487559,0.008262103210321933,0.9253481764037456,False,0
929,gmm,CNE Similarity,1.4286396503448486,134,"[ 68 122 103 101  52 126  71   2 108  43  52  17   0  25  41   8  86  44
  46  22  87  63  70  21  21  18  34 124  33  36 100  81 107  22   4  90
  59  48  59  54  39  94  20   4  88  88  63 115  19  19  37  51  51  95
  24  24  14  19 123  47 128  51 102 119  95  49   2  87  87 117  10  14
  50 102  49 129  48  36  48  81  30  38  38  18  37 125  18  75  16   0
 104  35  75  56  57  33  32 127  64  24 133   5  73 104 104  32  61  67
  76  93  12   1   9  83  67  57  33  82  98   7  45  26 116  68  85  42
  83  12  64   9  36  74  74  92   6  10  26  10  98  58  83  54  27  35
  16 117  83  53  76   9   7  45  45  62   4  38 114  78  13  59 107   4
  46  89 111  44 121  97  15  69   3  40  31  31  40  28 120 112  43  25
  25 130  80  66  32  40  62 103   9  65 106  28 118 132  61  44  91 109
  77 110  99  62  41  23   3  70 131  29   8  15  69 128  79  97  50  79
  29  35  78 113   3  96  11  84   6 105  72  73  60  40  29  56  50   0
  55  39]",0.28159234668217864,0.5934868757307834,2.075447712240738,,,,0.9951316263974035,0.014527982714259315,0.9350694769567712,False,0
930,som,CNE Similarity,0.021271944046020508,134,"[133  64  89  92  38   5  77  58  94  76  11 129  47  93 112  43  27 111
 101  11  88 128  56 129 129  77  70  70  12 116 100  14  99  11  44  78
  25 106  54  30  36 101  99 100  99  99 128  39   0   0 103  73  73  34
  78  78  34  86  86  34 124  73  34  81  34  81 127  88  55  29 114  34
  17  34  81   3 106  71 106  59  75  82 110   7 103  98  77   7 122  47
  21  13   7  15  31  57 125   3   3  78  98  50 101  21  61 125  22  46
  85  35 102  35 104 102  46 117  12  69  65  53  76  46  50 133  56  89
 102 102   3  97  96  49  49  77  98 115  46 115  65  50  35  66  21  13
  80  67  35  85  85 120  53  46  87  84  44  82  33 105  25  54  99  44
 101  87 126  42 129  60  62  16 119 123  41  41  28   5  38 121  76  93
  93 119  84 102 125  51 129  89   1  63  68   5 119  92  22 111  56 112
  83   4 129 129 107  28 119  13  48  28 131  62  16 124  98  60  20  98
 118  37 108  32 119  90  92  95  98  19  98 101  64  51 118  15   2  47
  84  36]",0.18891623489084472,0.8623371488607087,2.0643958241767257,,,,0.9918139199423007,0.008662437394818097,0.9108865137382903,False,0
931,kmeans,CNE Similarity,0.0,135,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
