,algorithm,similarity_measure,execution_time,n_clusters,labels,Silhouette Score,Davies-Bouldin Index,Mean Inter-Cluster Distance,Modularity,Conductance,Normalized Cut,Rand Index,Adjusted Rand Index,Normalized Mutual Information,melhor_silhouette,cluster
193,spectral,CNE Similarity,0.08751893043518066,29,"[13 26  4  5 22 22 13 13  1 13 22 13 17 27 23 26  7 28 13 15 15  3 20 17
 17  7 13 13  1 11  6  6  6 15  6 11 11 11 11 11 26 13  6  6  6  6  3 11
 15 15  2  9  9 25 12 12 19 15 15 19 21  9 19 25 19 25 13 15 15  6  7 19
 17 19 25 24 11 11 11  6  6 18 18 14  2  1 13 14 23 17 26  5 14  8  1 13
 20 17 24 12 13  1 13 26 26 20 13 16 21 10 10 10 20 10 16  1  1 22 16 13
 25 16  1 13 13  4 10 10 24 20 11  0  0  1 13  7 16  7 16  1 10 11 26  5
 23  6 10 16 21 20 16 25 25 13  6 18 13 13 11 11  6  6 13 13 11 28 17 17
 17 17 26 13  0  0 13 22 22 13 13 27 27 26 26  1 20 13 13  4 20 13  1 22
 13  5 13 28 20 22 20 17 13 13 23 13 26  5  0 13 26 17 17 21 17 17 17 17
 13  5 13 13 26 13  5 28 13 13 13 13 26 13 13  8 26 17 13 26]",0.15697058486776191,1.6501111237262884,2.0603145033032586,,,,0.9293184276956364,0.0009473489907731539,0.7077971161667034,False,0
194,gmm,CNE Similarity,0.29956555366516113,29,"[23 16 10 23 19 19  5 23 23 12 28  4 11 13 19 10  1 27  3 28 28 10 24 27
  4 12 15  5  9  2  8  8  8 28  8 23  2  2  2  2 16  5  8  8  8  8 10  2
 17 17 23 26 26 26 23 23  0 17 17  0  0 26  0 26  0 26 23 28 28  8  1  0
 16  0 26 16  2  2  2  8  8 25 25 12 23  5 12 12 13 11  3 23 12  1  9 22
 24 11 11 23  5  9  3  3  3 24 18 14 14 23  7 23 24  7 14  9  9 19 14 22
 22 14  9 23 23 10  7  7 11 24  2 20 20 20  5  1 14  1 14  9  7  2  3 23
  3  8  7 14 14 24 14 14 22  4  8 25  5  5  2  2  8  8  3 22  2 27  4  6
  6  6 21 15 20 20 15 19 10 19 12 13 13 21  6  9 24 15  4 10 24  6  9 19
 21 23 18 27 22 19 24 23  4  4 19 15 21 23 20 15 16  6  6  0 18  6 16 18
 15 23  5 22 21 15 23 27  5  5 18  3  6 15 15  1 16 11 28 16]",0.1886368751169987,1.7382755201768532,2.148321586748254,,,,0.962206996033177,0.0018328386068173408,0.7499169479450322,False,0
195,som,CNE Similarity,0.009999513626098633,29,"[15 16 21 21 25  9  1 15 21  6 25 17  0 20 20 23 22  5 14 25 25 21 22 22
 22  6 14 14 22 26 18 19 19 25 18 21 26  3 26 26  4 14 19 18 19 19 21 26
  2  2 21 12 12 11  8  8 27  2  2 27 11 12 27 11 27 11 15 25 25 19  6 27
 13 27 11 13  3 26  3 18 19 20 20  6 21  1  6  6 14  0 16 21  6 21  1 22
 14  0 21  8  1 22 14 16 16 14  1  7 10 21 24 21  9 24  7  1 22 28 10  7
 10 10  1 15 21 21 24 24 13  9 26 21  4 22  1  6 10  6 21  1 24 26 16 21
 14 19 24 10 10 21  7 10  7 17 18 20  1  1 26 26 18 18 14 28 26  5 22 13
 13 16 16 14 21 21  1  9 21 25  6 20 20 16 13 24 14  1 17 21  9 13 22  9
 26 21  1  5 22  9 22  1 22 17 20  1 16 21 15 14 23 13 16 11  0 13 13  0
  1 21  1 22 16 14 21  5  1 20  1 14 16  1  1 21 13  0 25  4]",0.14751145645946742,1.782983253083369,2.1273996651869678,,,,0.9517490082942661,0.001420569464748739,0.7317903657670507,False,0
196,kmeans,CNE Similarity,0.0,30,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
197,fuzzy_c_means,CNE Similarity,0.0052852630615234375,30,"[19 16 20 20 15 20 19 21 20 19 15 24 21  3  3 15 20 20 19 15 15 20 20 24
 20 20 21 21 27 16 16 21 16 15 16 20 15 15 15 16 21 21 16 16 16 16 20 15
 15 15 20 20 20 11 20 20 11 15 15 11 11 20 11 11 11 11 15 15 20 16 20 11
 16 11 11 15 15 15 15 16 21 15 15 20 20 19 20 20 24 21 21 20 20 20 19 27
 11 21 15 20 19 19 21 21 21 19 19 20 11 20 11 20 11 11 20 19 27 15 20 11
 11 11 19 19 20 20 11 11 16 11 15 19 15 20 19 20 11 20 20 19 20 15 21 20
 24 16 11 11 11 20 11 11 11 20 16 15 19 19 15 15 16 16 19 11 15 20 24 21
 29  5 16 21 15 16 21 20 20 15 19 20  3 16 29 11 19 21 24  3 11 29 19  3
 16 20 19 20 20 20 11 24 27  4  3 21 16 20 21 21 15 29  5 11 21 21 16 21
 21 20 19 20 16 21 20 15 19 21 19 24 21 21 21 20 16 21 15 21]",0.028045016623731784,2.430060708602156,2.154878191880602,,,,0.8570501262170934,0.0004322117319159674,0.5515423683748528,False,0
198,dbscan,CNE Similarity,0.0,30,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
199,hierarchical,CNE Similarity,0.004000186920166016,30,"[25  9  1  1  8 28 19 25  1 22  8 27 10  2  2  5 18  2 16  8  8  1  1  4
  4 22 16 16  4 17 12 12 12  8 12  1 17 17 17 17  9 16 12 12 12 12  1 17
  8  8 11 21 21 20 11 11 20  8  8 20 20 21 20 20 20 20 25  8  8 29 18 20
  5 20 20 10 17 17 17 12 29 15 15 22 11  0 22 22 16 10  9  1 22 18  0  4
  6 10 10 11  0  0 16  9  9  6  0 13 13  1  3  1  6  3 13  0  4  1 13 13
 13 13  0 25  1  1  3  3 10  6 17 14 14 14  0 18 13 18 13  0  3 17  9  1
 16 29  3 13 13  6 13 13 13 27 12 15  0  0 17 17 12 12 16  1 17  2  4  5
  5 24 26  7 14 14  7 28  8  8 22  2  2 26  5  3  6  7 27  1  6 23  0 28
 26  1  0  2  1  2  6  0  4 27  2 19 26  1 14  7  5  5 24 20 19  5  5 19
  7  1  0  1 26 23  1  2  0  7  0 16  9  7  7 18  5 10  8  9]",0.21419184184205392,1.5218352154479744,2.1450908186166084,,,,0.958636855391273,0.0016687030049523102,0.7436393309874205,False,0
200,spectral,CNE Similarity,0.09268403053283691,30,"[24 11  9  5 16 16 24 24  1 24 16  0 24 15  0 11 24 22 24 26 26  6 20  1
  1  7 24 24  1 10 14 14 14 26 14 10 10 28 10 10 11 24 14 14 14 14  6 10
 26 26  3  4  4  7 18 18 25 26 26 25 23  4 25 23 25 23 24 26 26 14 19 25
 11 25 23 21 28 10 28 14 14 27 27  8  3  1 24  8 24 24 11  5  8  2  1  7
 20 24 21 18 24  1 11 11 11 20 24 17 29 13 13 13 20 13 17  1  1  0 17  7
  7 29  1 24  7  9 13 13 21 20 10 12 12  1 24 19 29 19 17  1 13 10 11  5
 24 14 13 29 29 20  7  7  7  0 14 27  1  7 10 10 14 14 24  7 10 22  1 11
 11  0  0 24 12 12 24 16 16 24 24 15 15  0 11  1 20 24  0  9 20 11  1 20
  0  5 24 22  7 16 20 24  7  0  0 24  0  5 12 24 11 11  0 24 24 11 11 24
 24  5 24  7  0 24  5 22 24 24 24 24 11 24 24  2 11 24 11 11]",0.15537902622828265,1.5607137073046513,2.0601122183181086,,,,0.9346195456184637,0.0010299183000100822,0.7132543288343858,False,0
201,gmm,CNE Similarity,0.3035717010498047,30,"[19  2  0  0 28 13 11 19  0 11 28 13  9 14 14  0 11 13  4 25 25  0  7 13
 13 11  5  4 24  8 18 18 26 25  6  0 16 16  8 16  2 19 26  6 26 26  0  8
  8  8 21 23 23  3 21 21  3  8  8 29  3 23 29  3 29  3 19 25 25 18 11  3
  2 29  3  9 16  8 16 18 18  2 14 11 21  1 11 11 14  9  2  0 11  0  1 24
 27  9  9 21  1 20  4  2  2 27 20 10 27  0 12  0  7 12 10  1  7 28 10 29
 24 10 20 19  0  0 12 12  9  7  8 22 22 22  1 11 10 11 10 20 12 16  4  0
  4 18 12 10 27  7 29 10 24 13  6  2  1  1 16  8 26  6  4 24  8 13 13 15
 15  2 17  5 22 22  5  7 28 28 11 14 14 17  2 12 27  5 13  4  7 28 20  7
 17  0 20 13 24 28  7  9 13 13 14  5 17  0 22  5  2 15  2  3  9 15 15  9
  5  0  1 24 17  5  0  8  1 19  1  4  2  5  5  0  2  9 25  2]",0.173757818359656,1.693823762987244,2.1583370915136944,,,,0.9645870897944464,0.001960610832127453,0.7561257079236835,False,0
202,som,CNE Similarity,0.009999275207519531,30,"[27 12 28 13  5  2 24 27 14 23  5 26  7 26 26 28 23  0 29 16 16  9 13  1
  1 23 27 27  1 15  8  8  8 16  8 28 15 25 15 15 12 27  8  8  8  8  9 15
 16 16 14 18 18 17 14 14 17 16 16 11 17 18 11 17 11 17 27 16 16  7 23 17
 12 11 17 12 25 15 25  8  7 26 26 23 14  6 23 23 26  7 12 13 23 13  6  1
 19 27 13 14  6  6 29 12 12 19  4 13 19 13 11 13 19 13 13  6  1  5 13 11
 11 11  4 27 13 28 13 11 13 19 15 13 13 13  6 23 11 23 13  4 13 15 12 13
 26  7 13 13 11 13 11 11 23  1  8 26  6  1 15 15  8  8 29 17 15  0  1 20
 20 22 21  3 13 13  3 10  5 26 23 26 26 21 12  1 19  3  1 28 19 27  6 10
 21 13 24  0 13  2 19  6  1 26 26 24 21 13 27  3 12 20 22 17 24 20 22 24
  3 13 24  1 21 27 13  0  6 27  6 29 12  3  3 13 12  7 16 12]",0.13619888433137173,1.795951589310938,2.115636471074554,,,,0.9529029931482149,0.001457088085863367,0.7360009855252796,False,0
203,kmeans,CNE Similarity,0.0,31,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
204,fuzzy_c_means,CNE Similarity,0.005326032638549805,31,"[ 7 16  4  4 11  4 16  7  4 15 11 16 16 11  4 29  4  4 16 11 11  4  4  4
  4  4 16 16  4  7  7  7  7 11  7 11 28 28 28  7 16 16  7  7  7  7 11 28
 29 29 11  4  4  4  4  4  4 28 28  4  4  4  4  4  4  4 28 11 11  7  4  4
 16  4  4 16 28 28 28  7  7 29 25  4 11 23  4  4 16  7 16  4  4  4 23  4
  4 16 29  4 23  4 16 16 16  4 23  4  4  4  4  4  4  4  4 23  4 29  4  4
  4  4 23  7  4  4  4  4 16  4 28  7 29  4  7  4  4  4  4 23  4 28 16  4
 16  7  4  4  4  4  4  4  4  4  7 29 23 23 28 28  7  7 16  4 28  4  4 16
 16 16 16  7 28 15 16  4 11 11  4 11 11 16 16  4 23 16  4  0  4 16  7  4
 16  4 23  4  4  4  4 16  4  4 11 16 16  4  7 16 29 16 16  4 16 16 16 16
 16  4 23  4 16 16  4 25  7 16 23 16 16 16 16  4 16 16 25 16]",-0.01435117495698524,2.6139267735852556,2.0525252676208225,,,,0.7616300036062027,0.0002303838071611936,0.47977180337318254,False,0
205,dbscan,CNE Similarity,0.0,31,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
206,hierarchical,CNE Similarity,0.0032558441162109375,31,"[25  9  0  0  8 28 19 25  0 22  8 27 10  2  2  5 18  2 16  8  8  0  0  4
  4 22 16 16  4 17 12 12 12  8 12  0 17 17 17 17  9 16 12 12 12 12  0 17
  8  8 11 21 21 20 11 11 20  8  8 20 20 21 20 20 20 20 25  8  8 29 18 20
  5 20 20 10 17 17 17 12 29 15 15 22 11 14 22 22 16 10  9  0 22 18  1  4
  6 10 10 11 14  1 16  9  9  6 14 13 13  0  3  0  6  3 13  1  4  0 13 13
 13 13  1 25  0  0  3  3 10  6 17 30 30 30 14 18 13 18 13  1  3 17  9  0
 16 29  3 13 13  6 13 13 13 27 12 15 14 14 17 17 12 12 16  0 17  2  4  5
  5 24 26  7 30 30  7 28  8  8 22  2  2 26  5  3  6  7 27  0  6 23  1 28
 26  0 14  2  0  2  6  1  4 27  2 19 26  0 30  7  5  5 24 20 19  5  5 19
  7  0 14  0 26 23  0  2 14  7 14 16  9  7  7 18  5 10  8  9]",0.2175459755830771,1.5339131263723267,2.1446754338306047,,,,0.961161197259286,0.0017816392886357926,0.7506567687906691,False,0
207,spectral,CNE Similarity,0.09431743621826172,31,"[ 5  3 16 12 17 21  5  5 20 14 17  5  2 19 21  3 25 30  1 23 23  4  0  3
  3 14  5  1 20 13 28 28 28 23 28 13 13  8 13 28 27  5 28 28 28 28  4 13
 23 23  6  9  9 10 11 11 18 23 23 18 22  9 18 10 18 10  5 23 23 28 25 18
  2 18 10  2  8 13  8 28 28 26 26 29  6 20 14 29  1  2  1 12 29  7 20 20
 22  2  2 11  5 20  1  1  1 22  5 24 22 15 15 15  0 15 24 20 20 21 24  5
 10 24 20  5  0 16 15 15  2  0 13 27 27 20  5 25 24 25 24 20 15  5  1 12
  1 28 15 24 22  0 24 10 10  3 28 26 20  5 13 13 28 28  1  5 13 30 20  3
  3 21  5  5 27 27  5 21 17  3 14 19 19  5  3 20 22  5  3  1  0  3 20 21
  5 12  5 30  0 21 21  5  5  3 21  5  5  0 27  5  3  3 21 22  5  3  3  5
  5 12  5  5  5  5 12 30  5  5  5  1  3  5  5  7  3  2  3 27]",0.16542743636130888,1.5697281580333897,2.063923710444952,,,,0.943166245943022,0.0011954349405342765,0.7271531119086673,False,0
208,gmm,CNE Similarity,0.32775306701660156,31,"[24 21  2 25 11 19  7 24  2 22 11 27 29 16 16 21 22  0  3 11 11  2 18 19
 19 22  5  5 10  1  6 13 13 11 13  2  1  1  1  1 21 15 13 13 13 13  2  1
 11 11  2  4  4  4  2  2  4 11 11  4  4  4  4  4  4  4 24 11 11  6 22  4
 21  4  4 15  1  1  1 13  6 28 28 22  2 26 22 22 16 29  3 25 22  2 10 10
  8 29 15  2 26 10  3  3  3  8 26 12 23  2  9  2 18  9 12 10 10  2 12 12
 12 12 26 24  2  2  9  9 15 18  1 30 30 30 26 22 23 22 12 10  9  1  3 25
  3  6  9 23 23 18 12 12  2 27 13 28 26 26  1  1 13 13  3  4  1  0 19 14
 14 17 20  5 30 30  5 18  2  0 22 16 16 20 21  9  8  5 27  2 18 14 10 18
 20  2  7  0 18  0 18 15 19 27 17  7 20 25 30  5 21 14 17  4  7 14 21  7
  5 25 26 22 20  6  2  0 26  0 26  3 14  5  5  2 21 29 11 21]",0.18915167500538677,1.6594746386684438,2.140186854608593,,,,0.9619184998196899,0.00181843431394345,0.7533950766439065,False,0
209,som,CNE Similarity,0.01000213623046875,31,"[29 13 29 20 30  8  1 29 26 10 30  8 19 29 29 29 10  9  1 30 30 22  6  9
  9 10  1  1 27  3  4  7 12 30 21 29  0  0  3  2 17  1 12  4  7  7 22  3
 30 30 29 28 28 28 29 29 28 30 30 28 28 28 28 28 28 28 29 30 30  2 10 28
 24 28 28 24  0  3  0  4  2 29 29 10 29 23 10 10  1 19 13 20 10 10 23 27
  6 19 24 29 23 23  1 13 13  6 23 25 16 29 18 29  6 18 25 23 27 29 14 28
 25 14 23 29 20 29 18 18 24  6  3 17 17 10 23 10 14 10 14 23 18  2 13 20
  1  2 18 14 16  6 25 25 27  8 21 29 27 27  0  0 12 21  1 27  3 11  9 24
 24 29 13  1 17 17 15  5 30 30 10 29 29 13 30 27  6 15  8 29  6  1 23  8
  3 20 23  9  6  8  6 23 27  8 29 15 13 20 17  1 13 24 29 28 19 24 24 19
 15 20 27 10 13  1 20  9  1  1 23  1 13 15 15 10 24 19 30 17]",0.10954756420009099,1.66962464708108,2.124001215574284,,,,0.9539127298954201,0.0014905397133234168,0.7362130479596208,False,0
210,kmeans,CNE Similarity,0.0,32,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
211,fuzzy_c_means,CNE Similarity,0.005515098571777344,32,"[12  8 29 29 29 29 15 15 29 25 29  9 15 29 29 27 29 29 15 29 29 29 29 25
 25 29 15 15 25 16 15 15 15 29 15 29 18 16 18 15 15 15 15 15 15 15 29 18
 16 16 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 29 18 29 29 15 29 29
  8 29 29  8 29 18 16 15 15 27 27 29 29 15 29 29 15 15 15 29 29 29 15 25
 25 15 27 29 15 25 15 15 15 25 15 29 29 29 29 29 29 29 29 25 25 27 29 29
 29 29 15 15 29 29 29 29 15 29 18 15  7 29 15 29 29 29 29 12 29 18 15 29
 15 15 29 29 29 29 29 29 29 29 15 27 15 15 29 29 15 15 15 29 29 29 25 15
  8  8 15 15 18 19 15 29 29 27 25 29 29 15  8 29 25 15  3 27 29  8 12  3
 15 29 15 29 29 29 29 15 25  3 29 15 15 29 15 15  8  8  8 29 15 15  8 15
 15 29 15 29 15 15 29  7 15 15 15 15 15 15 15 29  8 15 27 15]",-0.04302835703165265,2.3601044587078754,2.053758666947912,,,,0.7009015506671475,0.00016897686486315417,0.4451233970387974,False,0
212,dbscan,CNE Similarity,0.0,32,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
213,hierarchical,CNE Similarity,0.005000114440917969,32,"[25  9  7 11  8 28 19 25  7 22  8 27 10  0  0  2 18  0 16  8  8  7 11  4
  4 22 16 16  4 17 12 12 12  8 12  7 17 17 17 17  9 16 12 12 12 12  7 17
  8  8  5 21 21 20  5  5 20  8  8 20 20 21 20 20 20 20 25  8  8 29 18 20
  2 20 20 10 17 17 17 12 29 31 31 22  5 14 22 22 16 10  9 11 22 18  1  4
  6 10 10  5 14  1 16  9  9  6 14 13 13  7  3  7  6  3 13  1  4  7 13 13
 13 13  1 25 11  7  3  3 10  6 17 30 30 30 14 18 13 18 13  1  3 17  9 11
 16 29  3 13 13  6 13 13 13 27 12 31 14 14 17 17 12 12 16 11 17  0  4  2
  2 24 26 15 30 30 15 28  8  8 22  0  0 26  2  3  6 15 27  7  6 23  1 28
 26 11 14  0 11  0  6  1  4 27  0 19 26 11 30 15  2  2 24 20 19  2  2 19
 15 11 14 11 26 23 11  0 14 15 14 16  9 15 15 18  2 10  8  9]",0.21607362865476862,1.5048920811812505,2.133555419298188,,,,0.965488640461594,0.0020136019670300882,0.7597738998649282,False,0
214,spectral,CNE Similarity,0.09427452087402344,32,"[ 5  0  9 10 18 30  1  5 26  1 18 30 22 23 23  0 21 12  1 19 19  8 24 30
 30 21  1  1 30 25 28 28 28 19 28 13 13 20 13  5 14  1 28 28 28 28  8 25
 19 19  2  7  7 27  4  4 27 19 19 15 31  7 15 31 15 31  5 19 19 29 21 27
 22 15 31 22 20 25 20 28 29 16 16  6  2 26  5  6  1 22  0 10  6  3 26 30
  1 22 22  4  1 26  1  0  0  1  1 11 11 17 17 17 24 17 11 26 30  5 11 27
 31 11 26  5 30  9 17 17 22 24 25 14 14 26  1 21 11 21 11 26 17  5  0 10
  1 29 17 11 11 24 27 31 31 30 28 16  1 30 13 13 28 28  1 30 13 12 30  5
  5  5  0  1 14 14  1 24 18  1  1 23 23  0  0 26  1  1 30  9 24  5 26 24
  0 10  1 12 30 18  5  1 30 30  5  1  0 10 14  1  0  5  5 27  1  5  5  1
  1 10  1 30  0  1 10 12  1  1  1  1  0  1  1  3  0 22 30 14]",0.15737937080559444,1.6264250595338434,2.0616130376827266,,,,0.9461593941579517,0.001265808066424142,0.7338323640865865,False,0
215,gmm,CNE Similarity,0.39217472076416016,32,"[29  2  3 17 23 14 26 29  7  8 23 14 16 27 24  3 20 27 15 23 23  7 17 14
 14  8 15 15 10  5 12 19 19 23 12  7 18 28 18  5  2 15 19 12 19 19  7 18
 13 13  7 31 31  6  7  7  6 13 13  6  6 31  6  6  6  6 29 23 23 19 20  6
 21  6  6 21 28  5 28 12 19 24 24  8  7 26  8  8 27 16  2 17  8 20  4 10
  0 16 16  7 26 10 15  2  2  0 26  1  1  7  9  7 10  9  1  4 10 24  1  1
  1  1  4 29 17  3  9  9 16 10  5 22 22 22 26 20  1 20  1  4  9  7  2 17
 27 19  9  1  1 10  1  1 17 14 12 24 26 26 18 18 19 12 15  6 18 24 22 30
 30 24 25 11 22 22 11 10  3 23  8 27 27 25 21  9  0 11 14  3  0 30  4 10
 25 17 26 27 17 24 24 17 10 14 24 26 25 17 22 11  3 30 24  6 26 30 21 26
 11 17 26 17 25 15 17 27 26 11 26 15 30 11 11  7 21 16 23  2]",0.19639888026831495,1.6149772473887778,2.133404780600792,,,,0.967255679769203,0.002125910562425052,0.7647523145648496,False,0
216,som,CNE Similarity,0.009998321533203125,32,"[11 28 13 13  3 13 18 11 13 14  3 24  0 25 13 10 31 13 18  7  7 15 23 13
 13 14 22 22  9 12  6  1  6  7  6 13 12 12 12 12 28 18  6  6  1  1 15 12
 16 16 17 19 19 20 17 17 29  7 16 29 29 19 29 29 20 20 11  7  3  8 31 20
 27 20 20  5 12 12 12  6  1 21 21 14 17 18 14 14 18  0 28 13 14 13  2  9
 11 18  5 17 18  2 18 28 28 11 18 13 29 13 30 13 23 30 13  2  9 15  4  4
  4  4  2 11 13 13 30 30 27 23 12 13 13 13 18 31  4 31 13  2 30 12 28 23
 18  1 30 11 29 23  4  4 14 13  6 21  9  9 12 12  6  6 18  4 12 13 13 27
 27 28 28 22 13 13 22 13 26 13 14 25 25 28 28 30 11 22 24 13 23 13  2 13
 11 13 18 13 23 13 11  2  9 24 13 18 28 23 13 22 10 27 28 29 18 27 27 18
 22 13  9  9 28 11 13 13 22 22 18 18 28 22 22 13 10  0  3 28]",0.12781156898889845,1.6526347154367675,2.1221906291787587,,,,0.9437793003966823,0.0012092392905272483,0.7310119657695422,False,0
217,kmeans,CNE Similarity,0.0,33,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
218,fuzzy_c_means,CNE Similarity,0.006005048751831055,33,"[19 13 26 26 26  6 14 19 26 17 26 14 19 26 26 28 26 26 14 26 26 26 26 17
  6 26 14 14 17 30 13 19 30 26 30 26 26 26 26 30 13 14 30 30 19 19 26 26
 26 26 26 26 26 26 26 26 11 26 26 11 11 26 11 11 26 26 26 26 26 13 17 11
 13 26 26 13 26 26 26 19 19 28 28 26 26 14 17 26 14 19 13 26 26 26 16 17
 16 14 13 26 14 17 14 13 13 16 16 26 11 26 11 26 15 26 26 17 17 28 26 26
 26 26 16 19 26 26 26 11 13 26 26 12 13 17 14 26 26 26 26 17 26 26 14 26
 14 30 26 26 11 26 26 26 26 26 32 28 14 14 26 26 30 30 14 26 26 26  6 13
 13 13 13 19 32 32 14 26 26 26 17 26 26 13 13 25 16 14  6 26 25 13 19  6
 13 26 16 26 26 26 26 14 17  6 26 14 13 26 13 14 13 13 13 11 14 13 13 14
 14 26 14 26 13 13 26 28 14 13 14 14 13 14 14 26 13 14 26 13]",0.0023904198159814365,2.1035253146631856,2.175979568724722,,,,0.7741435268662099,0.00024713911946424807,0.5208254235597691,False,0
219,dbscan,CNE Similarity,0.0,33,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
220,hierarchical,CNE Similarity,0.0030002593994140625,33,"[25  9  7  5  8 28 19 25  7 22  8 27 10 11 11  0 18 32 16  8  8  7  5  4
  4 22 16 16  4 17 12 12 12  8 12  7 17 17 17 17  9 16 12 12 12 12  7 17
  8  8  2 21 21 20  2  2 20  8  8 20 20 21 20 20 20 20 25  8  8 29 18 20
  0 20 20 10 17 17 17 12 29 31 31 22  2 14 22 22 16 10  9  5 22 18  1  4
  6 10 10  2 14  1 16  9  9  6 14 13 13  7  3  7  6  3 13  1  4  7 13 13
 13 13  1 25  5  7  3  3 10  6 17 30 30 30 14 18 13 18 13  1  3 17  9  5
 16 29  3 13 13  6 13 13 13 27 12 31 14 14 17 17 12 12 16  5 17 32  4  0
  0 24 26 15 30 30 15 28  8  8 22 11 11 26  0  3  6 15 27  7  6 23  1 28
 26  5 14 32  5 11  6  1  4 27 11 19 26  5 30 15  0  0 24 20 19  0  0 19
 15  5 14  5 26 23  5 32 14 15 14 16  9 15 15 18  0 10  8  9]",0.22114077196469523,1.4877399488314293,2.1260931729949983,,,,0.9663541291020555,0.002067139448829157,0.7637793128767507,False,0
221,spectral,CNE Similarity,0.15494632720947266,33,"[27 30 13  6 11  8  5 27 12  9 11  5 10 21 27 30  8 20  9 18 18  2 28 12
  8  9  5  5  8 31 25 25 25 18 25 19 19 29 19  0 30  5 25 25 25 25  2 19
 18 18  3  1  1 26  7  7 26 18 18 15 26  1 15 26 15 26 27 18 18  0 24 26
 10 15 26 10 29 31 29 25  0 14 14 16  3 12  9 16  8 10 30  6 16  4 12  8
 28 10 10  7 12 12 32 30 30 28 12 23 12 17 17 17 28 17 23 12  8 27 23  8
 26 23 12 27  8 13 17 17 10 28 31 22 22 12  5 24 23 24 23 12 17  0 30  6
  8  0 17 23 12 28 23 26  8  8 25 14  8  8 19 19 25 25  9  8 19 20  8  5
 27 27 30  0 22 22  5 28 11  5  9 21 21 30 30 12 28  5  5 32 28  5 12 28
 30  6 12 20  8 27 27 12  8  5 27  5 30  6 22  5 30 27 27 26  5  5 30  5
  5  6  5  8 30  0  6 20  5  5 12  5 30  5  5  4 30 10  5 30]",0.16507341016458588,1.55495936092063,2.060289564666303,,,,0.953588171655247,0.0014796289143059165,0.74124550771744,False,0
222,gmm,CNE Similarity,0.515427827835083,33,"[23  4  0 17 14  6 21 23  3  9 14  6 21 20 20  3 19 18 25 14 14  3 24  6
  6  9 25 25 22  1  1 26 27 14 27  3 10 10 10  1  4 25 27 27 27 27  3 10
 14 14 28 31 31 12 28 28 12 14 14 12 12 31 12 12 12 12 23 14 14 26 19 12
  8 12 12  3 10 10 10 27 26 30 30  9 28 16  9  9 20 26  4 17  9 19 16 22
 29 21  3 28 16 22  0  4  4 29  2  5 29  3 11  5 24 11  5 16 22  3  5  7
  7  7  2 23 17  3 11 11  3 24  1 13 13 13 16 19  7 19  5  5 11 10  4 17
 20 26 11  5  7 24  7  7  9  6 27 30 16 22 10 10 27 27 25 12 10 18  6  8
  8  8 32 26 13 13 15 24  3 18  9 20 20 32  8 22 29 15  6  0 24  0 22 24
 32 17  2 18 24 18 24 17  6  6 20 21 32 17 13 15  3  8  8 12 21  8  8 21
 15 17 16 17 32 26 17 18 16 25 16 25  8 15 15 19  8 21 14  4]",0.1966677391749117,1.6426338749035139,2.130090179118751,,,,0.9692390912369275,0.002267304924757382,0.7705556692584764,False,0
223,som,CNE Similarity,0.010511159896850586,33,"[23 16  6  6 29 30 31 23  6 31 29 30  4 32 25  6 31 30 20 29 29  6  7 30
 30 31 15 15 26 22 18 19 18 29 18  6  9 22  9 22 16 20 18 18 18 18  6 22
 28 28  6  6  6 12 27 27 12 28 28 13 12  6 13 12 13 12 23 29 29 19 31 12
 24 13 12 24 22 22 22 18 19 23 23 31  6 20 31 31 32 19 16  7 31 31 20 26
  0  4  4 27 20 20 20 16 16  0 20 21 21  6  2  5  0  8 21 20 26  6 21 21
 21 21 20 23  7  6  8  2  4  0 22  6  6 31 20 31 21 31 21 20  8 22 16  7
 32 19  8 21 21  7 21 21  1 30 18 23 26  3 22  9 18 18 20  1 22 30 30 24
 24 25 16 15  6 17 15 30 29 29 31 10 32 16 16  5  0 15 30  6  0 29 20 30
 21  6 20 30  7 25  0 20 30 30 25 15 16  7 17 15 16 24 25 12 20 24 24 20
 15  7  3  1 16 19  6 30 20 15 20 20 16 15 15 31 24  4 29 16]",0.13513131707257148,1.621747626224248,2.1320647744157277,,,,0.9554633970429138,0.0015448604584703152,0.738339284927385,False,0
224,kmeans,CNE Similarity,0.0,34,[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,False,0
